region,customer_lifetime_value,response,coverage,education,effective_to_date,month,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
west region,10144,no,extended,college,1/29/11,jan,medical leave,f,27231,suburban,married,88,0,7,0,2,personal auto,personal l2,offer1,branch,422,four-door car,medsize
north west,8672,no,basic,college,1/26/11,jan,employed,f,22547,suburban,divorced,112,7,60,0,3,corporate auto,corporate l3,offer1,agent,537,suv,medsize
west region,2674,yes,basic,college,2/15/11,feb,employed,m,56342,suburban,single,69,12,89,0,1,special auto,special l3,offer2,call center,331,four-door car,small
west region,34611,yes,basic,high school or below,1/14/11,jan,employed,f,20090,suburban,married,109,10,59,0,2,special auto,special l3,offer2,agent,523,sports car,medsize
west region,8071,no,basic,bachelor,2/7/11,feb,employed,m,72149,rural,married,101,18,43,0,6,personal auto,personal l2,offer2,call center,69,suv,medsize
central,2511,no,basic,college,1/15/11,jan,medical leave,m,17658,suburban,married,65,10,44,0,1,personal auto,personal l3,offer3,web,312,suv,medsize
west region,7255,no,extended,college,1/5/11,jan,medical leave,m,10710,suburban,married,94,12,33,0,7,personal auto,personal l2,offer1,branch,451,two-door car,small
central,14510,no,basic,high school or below,1/25/11,jan,employed,m,60120,urban,married,182,30,21,0,6,personal auto,personal l3,offer2,branch,716,luxury car,medsize
west region,11009,yes,premium,bachelor,1/24/11,jan,employed,f,51643,suburban,single,283,16,43,0,1,corporate auto,corporate l3,offer2,agent,1358,luxury car,medsize
central,21991,no,basic,college,1/12/11,jan,employed,f,80807,rural,married,109,1,73,0,2,personal auto,personal l3,offer2,branch,132,suv,large
central,4633,no,basic,college,1/15/11,jan,medical leave,m,27132,suburban,single,63,32,59,1,4,personal auto,personal l1,offer1,branch,302,four-door car,medsize
west region,5272,no,basic,doctor,2/18/11,feb,employed,m,85607,rural,single,66,26,1,0,3,personal auto,personal l2,offer2,agent,67,four-door car,medsize
central,4340,no,basic,college,1/6/11,jan,unemployed,m,60346,suburban,single,62,22,39,0,6,personal auto,personal l2,offer3,branch,446,four-door car,medsize
west region,5488,no,basic,high school or below,2/17/11,feb,employed,f,33881,rural,married,68,11,83,0,9,personal auto,personal l3,offer2,web,65,four-door car,large
west region,14228,no,extended,bachelor,1/16/11,jan,employed,m,31650,suburban,married,121,25,17,0,2,personal auto,personal l3,offer1,branch,580,suv,medsize
west region,12840,no,extended,college,2/3/11,feb,unemployed,f,88204,suburban,single,90,1,94,0,2,personal auto,personal l2,offer1,call center,648,two-door car,large
central,2673,no,basic,master,2/13/11,feb,employed,m,28728,suburban,married,67,8,10,0,1,personal auto,personal l3,offer4,branch,321,four-door car,small
north west,5332,yes,basic,doctor,2/22/11,feb,employed,f,68931,urban,married,66,32,30,0,7,corporate auto,corporate l2,offer2,branch,309,four-door car,medsize
central,10064,no,extended,high school or below,2/3/11,feb,employed,f,20440,suburban,married,128,11,54,2,9,corporate auto,corporate l3,offer3,branch,614,sports car,medsize
east,8972,no,basic,bachelor,1/27/11,jan,employed,m,89689,rural,divorced,74,23,4,0,2,personal auto,personal l3,offer1,branch,136,four-door car,large
west region,8197,no,basic,college,1/6/11,jan,unemployed,f,61613,suburban,married,110,27,87,0,3,personal auto,personal l3,offer2,agent,528,suv,medsize
north west,3514,no,extended,bachelor,2/23/11,feb,employed,f,73643,rural,single,89,2,2,0,1,corporate auto,corporate l3,offer2,agent,147,four-door car,medsize
west region,4293,no,basic,college,1/31/11,jan,unemployed,f,40056,suburban,single,61,18,15,0,8,corporate auto,corporate l3,offer1,agent,292,two-door car,large
central,3567,yes,basic,bachelor,1/7/11,jan,unemployed,m,79744,suburban,married,102,28,11,0,1,corporate auto,corporate l2,offer2,agent,660,suv,medsize
central,2580,yes,basic,college,2/9/11,feb,employed,m,46900,suburban,married,66,13,59,0,1,personal auto,personal l2,offer2,web,316,sports car,large
central,46805,no,extended,high school or below,2/25/11,feb,employed,m,83006,urban,married,235,8,61,1,2,personal auto,personal l1,offer3,agent,1065,luxury suv,small
east,2666,no,basic,bachelor,2/8/11,feb,employed,f,79251,suburban,married,67,10,32,1,1,personal auto,personal l3,offer2,web,321,four-door car,medsize
west region,13057,no,basic,college,2/13/11,feb,unemployed,m,43171,suburban,single,190,9,67,0,7,personal auto,personal l3,offer3,branch,1833,luxury suv,small
west region,5823,no,basic,high school or below,1/31/11,jan,employed,f,88359,rural,divorced,73,1,49,0,9,personal auto,personal l3,offer2,call center,35,two-door car,medsize
west region,9536,no,extended,bachelor,1/7/11,jan,employed,f,62421,suburban,divorced,80,22,50,2,2,corporate auto,corporate l3,offer1,call center,384,four-door car,medsize
central,8107,no,extended,college,1/23/11,jan,unemployed,m,71094,suburban,married,76,0,91,0,2,corporate auto,corporate l1,offer3,branch,364,two-door car,small
west region,3484,no,extended,bachelor,1/10/11,jan,employed,m,34307,rural,divorced,92,33,62,2,1,personal auto,personal l3,offer1,call center,186,four-door car,medsize
north west,34039,no,basic,college,1/28/11,jan,unemployed,m,95135,suburban,divorced,104,26,66,0,2,personal auto,personal l3,offer2,agent,499,sports car,medsize
east,7995,no,basic,high school or below,1/2/11,jan,employed,f,66685,rural,married,67,35,50,2,2,personal auto,personal l2,offer2,call center,38,two-door car,large
central,11611,no,extended,bachelor,2/11/11,feb,employed,m,28915,suburban,single,76,10,49,0,2,personal auto,personal l3,offer4,web,364,four-door car,medsize
central,4454,no,basic,college,2/22/11,feb,unemployed,f,23438,suburban,single,68,5,72,1,3,personal auto,personal l3,offer1,branch,326,four-door car,large
central,5395,no,basic,bachelor,2/24/11,feb,unemployed,f,30997,suburban,married,74,13,30,0,4,personal auto,personal l2,offer3,web,355,four-door car,medsize
central,8447,no,basic,bachelor,2/18/11,feb,employed,f,61337,rural,married,105,35,46,0,9,personal auto,personal l2,offer1,call center,2,suv,medsize
central,2927,no,basic,bachelor,2/14/11,feb,employed,f,75685,suburban,married,73,35,47,0,1,personal auto,personal l3,offer2,agent,369,four-door car,small
central,2960,no,extended,high school or below,2/5/11,feb,unemployed,f,85272,suburban,single,82,0,28,0,1,personal auto,personal l2,offer1,agent,590,four-door car,medsize
east,6582,no,basic,high school or below,2/15/11,feb,unemployed,f,89169,suburban,single,62,3,44,0,2,special auto,special l3,offer1,agent,297,four-door car,medsize
east,2693,no,basic,master,1/15/11,jan,employed,f,63684,suburban,single,68,16,87,0,1,personal auto,personal l3,offer2,agent,343,two-door car,medsize
west region,2844,no,basic,bachelor,2/6/11,feb,employed,m,80306,suburban,divorced,71,11,12,0,1,corporate auto,corporate l1,offer3,call center,340,two-door car,medsize
west region,6331,no,extended,bachelor,2/21/11,feb,unemployed,f,37975,rural,married,87,3,82,0,3,personal auto,personal l2,offer1,branch,94,sports car,medsize
central,5837,no,basic,doctor,1/10/11,jan,employed,m,83308,suburban,married,73,2,81,0,7,personal auto,personal l2,offer3,agent,419,four-door car,medsize
west region,4727,no,basic,bachelor,1/3/11,jan,unemployed,m,44305,suburban,single,72,23,7,0,3,personal auto,personal l2,offer2,call center,345,four-door car,medsize
east,4434,no,premium,high school or below,1/13/11,jan,employed,m,34549,rural,married,111,8,78,0,1,personal auto,personal l2,offer2,web,125,four-door car,medsize
west region,5568,yes,extended,high school or below,1/1/11,jan,unemployed,m,35581,suburban,single,79,21,53,1,7,corporate auto,corporate l3,offer1,agent,407,two-door car,medsize
east,7031,no,extended,master,1/24/11,jan,retired,m,16224,suburban,married,93,13,55,0,9,corporate auto,corporate l1,offer3,web,498,four-door car,medsize
west region,2449,no,basic,high school or below,2/4/11,feb,employed,m,47122,suburban,single,62,6,77,0,1,personal auto,personal l2,offer2,branch,297,two-door car,medsize
central,2504,no,basic,college,1/9/11,jan,unemployed,m,60282,suburban,single,69,23,15,0,1,personal auto,personal l2,offer2,branch,496,four-door car,medsize
west region,9095,yes,basic,college,1/11/11,jan,employed,m,37937,suburban,married,116,11,42,0,5,personal auto,personal l2,offer2,call center,556,suv,medsize
central,8071,no,basic,high school or below,2/18/11,feb,unemployed,m,67945,suburban,single,112,3,84,0,7,personal auto,personal l3,offer1,web,806,suv,small
north west,15032,no,basic,college,1/17/11,jan,medical leave,m,17150,suburban,married,65,28,19,0,2,personal auto,personal l2,offer1,agent,689,two-door car,medsize
central,8256,yes,basic,bachelor,1/25/11,jan,employed,f,62902,rural,married,69,14,94,0,2,personal auto,personal l3,offer2,web,159,two-door car,medsize
north west,11009,yes,premium,bachelor,1/24/11,jan,employed,f,51643,suburban,single,283,16,43,0,1,special auto,special l3,offer2,agent,1358,luxury car,medsize
west region,5318,yes,basic,bachelor,1/12/11,jan,employed,f,25134,suburban,married,67,3,0,0,6,personal auto,personal l3,offer2,call center,321,four-door car,small
central,4733,no,basic,bachelor,1/6/11,jan,unemployed,f,13320,suburban,married,62,5,41,0,3,corporate auto,corporate l3,offer1,agent,740,four-door car,small
west region,33473,yes,basic,bachelor,1/11/11,jan,employed,f,33190,suburban,divorced,106,18,95,0,2,personal auto,personal l3,offer1,web,508,suv,medsize
north west,4550,no,premium,high school or below,2/8/11,feb,disabled,f,17913,suburban,married,116,0,39,0,1,personal auto,personal l3,offer3,web,556,four-door car,small
west region,4772,yes,extended,high school or below,2/18/11,feb,retired,m,20993,suburban,divorced,133,35,90,0,1,personal auto,personal l3,offer2,agent,638,suv,medsize
central,6285,no,extended,college,2/28/11,feb,employed,m,52210,suburban,married,80,6,74,0,9,personal auto,personal l1,offer1,branch,384,four-door car,medsize
north west,4434,no,basic,bachelor,2/20/11,feb,employed,f,58082,rural,married,112,31,66,1,1,personal auto,personal l3,offer1,call center,103,suv,medsize
north west,17254,no,basic,bachelor,1/14/11,jan,unemployed,m,50850,suburban,married,69,33,49,1,2,personal auto,personal l1,offer1,agent,331,four-door car,medsize
north west,2915,no,basic,college,1/8/11,jan,employed,m,86599,suburban,married,73,32,89,0,1,corporate auto,corporate l1,offer2,web,350,four-door car,medsize
north west,15762,no,basic,bachelor,2/15/11,feb,employed,f,44362,rural,married,66,15,75,0,2,corporate auto,corporate l3,offer2,call center,142,four-door car,small
north west,4273,no,premium,bachelor,1/30/11,jan,employed,f,82214,rural,married,106,11,19,1,1,personal auto,personal l1,offer3,branch,239,four-door car,medsize
central,2816,no,basic,high school or below,2/16/11,feb,employed,f,41228,suburban,single,71,19,13,0,1,personal auto,personal l3,offer1,branch,340,four-door car,small
central,5548,yes,basic,bachelor,1/13/11,jan,employed,m,67798,suburban,divorced,69,1,78,0,9,personal auto,personal l3,offer1,agent,331,four-door car,medsize
north west,32654,no,premium,bachelor,2/23/11,feb,unemployed,m,97936,suburban,single,153,7,75,0,2,personal auto,personal l3,offer3,branch,1101,suv,medsize
central,7687,no,basic,bachelor,2/26/11,feb,unemployed,f,98471,suburban,divorced,109,0,5,0,3,personal auto,personal l1,offer3,call center,523,suv,medsize
central,4151,no,basic,master,2/17/11,feb,unemployed,f,91743,urban,single,61,11,71,1,9,personal auto,personal l2,offer1,web,208,two-door car,medsize
west region,2927,no,basic,bachelor,2/15/11,feb,employed,m,51991,rural,married,73,4,95,0,1,personal auto,personal l3,offer2,web,124,four-door car,medsize
west region,2943,no,extended,high school or below,1/18/11,jan,unemployed,f,64286,suburban,single,81,13,23,0,1,personal auto,personal l3,offer4,branch,388,two-door car,large
north west,5320,no,basic,high school or below,2/25/11,feb,employed,f,88669,urban,married,66,9,18,1,4,personal auto,personal l2,offer1,call center,213,four-door car,medsize
north west,4858,no,basic,high school or below,1/3/11,jan,unemployed,m,22702,suburban,single,67,21,79,3,3,personal auto,personal l1,offer2,branch,482,four-door car,medsize
central,7590,no,basic,high school or below,1/2/11,jan,disabled,m,10375,suburban,married,66,10,95,0,2,personal auto,personal l3,offer1,branch,316,two-door car,medsize
north west,4605,yes,basic,college,1/28/11,jan,medical leave,f,22571,suburban,single,63,29,51,0,9,corporate auto,corporate l3,offer2,web,302,four-door car,large
west region,7555,no,premium,college,2/25/11,feb,unemployed,m,55749,suburban,single,114,15,50,0,3,personal auto,personal l3,offer1,branch,820,four-door car,medsize
north west,9587,no,premium,bachelor,1/31/11,jan,employed,m,84539,rural,married,119,10,71,0,4,personal auto,personal l3,offer1,call center,65,four-door car,medsize
north west,2780,no,basic,high school or below,1/12/11,jan,disabled,f,20261,suburban,divorced,72,4,55,0,1,personal auto,personal l2,offer4,web,345,two-door car,medsize
north west,4784,no,basic,bachelor,1/26/11,jan,employed,f,25813,urban,divorced,61,8,97,0,8,personal auto,personal l1,offer3,agent,205,four-door car,medsize
north west,4873,no,extended,high school or below,2/18/11,feb,employed,m,47824,urban,married,129,8,56,3,1,personal auto,personal l2,offer4,agent,546,suv,medsize
north west,4786,no,basic,bachelor,1/26/11,jan,unemployed,f,80275,suburban,single,68,4,67,0,9,corporate auto,corporate l1,offer1,agent,489,four-door car,small
west region,15994,no,premium,bachelor,2/16/11,feb,unemployed,m,61248,suburban,single,159,19,75,0,2,personal auto,personal l3,offer1,web,1410,suv,medsize
east,5395,no,basic,bachelor,2/15/11,feb,employed,f,86640,rural,married,67,2,25,0,5,personal auto,personal l1,offer2,web,65,four-door car,medsize
north west,2356,no,basic,bachelor,2/4/11,feb,unemployed,m,99078,suburban,married,63,22,94,0,1,personal auto,personal l3,offer1,agent,302,four-door car,medsize
east,5133,no,basic,master,2/10/11,feb,employed,m,53390,urban,married,64,13,41,0,5,personal auto,personal l2,offer3,branch,278,four-door car,medsize
north west,4996,no,basic,college,2/8/11,feb,employed,f,25915,suburban,single,64,13,62,0,7,corporate auto,corporate l3,offer1,agent,317,two-door car,medsize
central,4455,no,extended,high school or below,2/20/11,feb,unemployed,f,70712,suburban,married,121,16,64,0,1,personal auto,personal l3,offer4,agent,699,suv,medsize
east,3921,no,extended,college,1/20/11,jan,employed,f,62445,suburban,married,98,19,12,1,1,personal auto,personal l2,offer2,call center,681,four-door car,small
central,20171,no,basic,doctor,2/1/11,feb,employed,m,24804,suburban,married,73,19,98,0,2,personal auto,personal l2,offer3,call center,350,two-door car,small
north west,5528,yes,basic,bachelor,1/19/11,jan,employed,m,36088,suburban,single,72,16,31,0,9,corporate auto,corporate l3,offer1,agent,345,four-door car,medsize
west region,4077,no,basic,bachelor,1/20/11,jan,employed,f,53093,rural,divorced,103,3,62,0,1,corporate auto,corporate l2,offer2,call center,98,suv,medsize
central,4917,no,basic,high school or below,1/22/11,jan,unemployed,m,47683,suburban,single,71,27,81,0,5,personal auto,personal l3,offer1,web,511,two-door car,medsize
north west,5686,no,basic,high school or below,1/13/11,jan,employed,m,30242,rural,married,72,30,23,0,3,personal auto,personal l3,offer2,branch,48,four-door car,medsize
west region,8025,no,extended,college,1/26/11,jan,unemployed,f,83872,rural,single,77,27,26,0,2,personal auto,personal l3,offer3,branch,25,two-door car,large
north west,4165,no,premium,bachelor,1/20/11,jan,employed,m,58299,suburban,married,105,13,22,0,1,personal auto,personal l3,offer1,branch,504,four-door car,medsize
